id,clip name,instrument,instrument_label,tempo,beat frames sum,beat frames mean,beat frames variance,beat frames standard deviation,cent mean,cent variance,cent standard deviation,bandwidth mean,bandwidth variance,bandwidth standard deviation,rolloff mean,rolloff variance,rolloff standard deviation,zcr sum,zcr mean,rmse mean,energy,mfcc_mean 0,mfcc_mean 1,mfcc_mean 2,mfcc_mean 3,mfcc_mean 4,mfcc_mean 5,mfcc_mean 6,mfcc_mean 7,mfcc_mean 8,mfcc_mean 9,mfcc_mean 10,mfcc_mean 11,mfcc_mean 12,mfcc_mean 13,mfcc_mean 14,mfcc_mean 15,mfcc_mean 16,mfcc_mean 17,mfcc_mean 18,mfcc_mean 19,mfcc_sum 0,mfcc_sum 1,mfcc_sum 2,mfcc_sum 3,mfcc_sum 4,mfcc_sum 5,mfcc_sum 6,mfcc_sum 7,mfcc_sum 8,mfcc_sum 9,mfcc_sum 10,mfcc_sum 11,mfcc_sum 12,mfcc_sum 13,mfcc_sum 14,mfcc_sum 15,mfcc_sum 16,mfcc_sum 17,mfcc_sum 18,mfcc_sum 19,mfcc_std 0,mfcc_std 1,mfcc_std 2,mfcc_std 3,mfcc_std 4,mfcc_std 5,mfcc_std 6,mfcc_std 7,mfcc_std 8,mfcc_std 9,mfcc_std 10,mfcc_std 11,mfcc_std 12,mfcc_std 13,mfcc_std 14,mfcc_std 15,mfcc_std 16,mfcc_std 17,mfcc_std 18,mfcc_std 19,mfcc_var 0,mfcc_var 1,mfcc_var 2,mfcc_var 3,mfcc_var 4,mfcc_var 5,mfcc_var 6,mfcc_var 7,mfcc_var 8,mfcc_var 9,mfcc_var 10,mfcc_var 11,mfcc_var 12,mfcc_var 13,mfcc_var 14,mfcc_var 15,mfcc_var 16,mfcc_var 17,mfcc_var 18,mfcc_var 19
358,[gac][cla]0633__3.wav,acoustic guiar,1,112.3471467,245,49,995.2,31.54679065,943.5808093,34006.34672,184.4080983,1188.882029,54970.35242,234.4575706,1686.298265,209083.9611,457.2569968,5.732910156,0.044099309,1.42642,15.27193356,-332.3785401,158.4763108,-9.224077497,17.6616226,-1.804547751,-3.175932291,-4.509032011,-3.796824837,-10.97499078,-18.10784917,-12.72496828,-4.945206296,-5.084176151,-14.62410316,-11.61415923,-0.430269279,4.617762435,16.01144556,5.156436552,-5.761413777,-43209.21021,20601.9204,-1199.130075,2296.010938,-234.5912076,-412.8711978,-586.1741614,-493.5872288,-1426.748802,-2354.020392,-1654.245877,-642.8768185,-660.9428996,-1901.133411,-1509.8407,-55.93500621,600.3091166,2081.487923,670.3367518,-748.983791,56.96577775,19.25934172,16.0675154,10.98598306,8.717737458,8.538258259,6.526404625,6.914558329,6.004645491,6.419877741,6.30116432,8.831557033,7.396074917,7.122289393,9.995163875,10.42177068,8.172187975,8.281766193,16.02063165,12.53387485,3245.099835,370.9222434,258.1650511,120.6918238,75.99894638,72.90185409,42.59395733,47.81111688,36.05576747,41.21483022,39.70467178,77.99639962,54.70192418,50.72700619,99.9033009,108.613304,66.78465631,68.58765127,256.6606385,157.0980187
359,[vio][cla]2257__3.wav,violin,3,67.99958882,86,43,324,18,1480.088298,34011.29032,184.4215018,1701.067594,33399.73372,182.7559403,2924.374624,152078.4275,389.972342,9.277832031,0.071367939,1.03552,10.52662277,-263.4551331,131.9931962,-23.5986314,36.69788572,-6.443079515,3.766860035,-10.03211626,0.06109728,-9.852575639,-2.918481619,-5.606992574,3.862174528,2.046186552,7.148499947,0.032068803,-0.512845614,-9.809523172,-1.667780479,-2.751645827,4.95909017,-34249.1673,17159.1155,-3067.822082,4770.725144,-837.6003369,489.6918045,-1304.175114,7.942646352,-1280.834833,-379.4026105,-728.9090346,502.0826886,266.0042518,929.304993,4.168944421,-66.66992986,-1275.238012,-216.8114623,-357.7139575,644.6817222,27.26945789,13.50842477,12.9277446,5.545413082,4.61658962,6.096292525,4.400357382,4.678769078,5.47004182,4.833932811,6.500722677,6.706774709,9.341219969,7.773000802,7.611567929,7.810177908,8.84741701,9.855234558,6.069582358,6.483920608,743.6233334,182.4775397,167.1265804,30.75160625,21.31289972,37.16478254,19.36314509,21.89088008,29.92135751,23.36690643,42.25939532,44.980827,87.2583905,60.41954147,57.93596634,60.99887895,78.27678774,97.1256482,36.83982999,42.04122645
360,[tru][cla]1930__2.wav,trumpet,2,61.5234375,148,49.33333333,1014.222222,31.84685577,1345.496345,34030.0196,184.4722733,1107.753636,15069.50344,122.7579058,2252.538687,88227.35493,297.0308989,14.08251953,0.108327073,1.01917,9.840726852,-284.9689932,178.5959745,-79.18692533,18.25289417,-8.82558335,5.710474662,-7.40052071,-0.115546411,-2.41158556,6.161303571,6.115660521,-2.611022686,0.785955274,5.283635151,-0.758316506,-0.048991666,-5.537299833,-4.108489474,-0.940408364,-1.932176588,-37045.96912,23217.47668,-10294.30029,2372.876243,-1147.325836,742.3617061,-962.0676923,-15.02103338,-313.5061228,800.9694642,795.0358677,-339.4329492,102.1741857,686.8725696,-98.58114576,-6.368916635,-719.8489782,-534.1036317,-122.2530873,-251.1829564,25.47950225,22.35180239,13.78413527,6.688813064,9.616306805,7.87834557,7.982862109,7.40702008,6.373237601,8.986884233,8.942025783,10.50036291,9.576409385,11.28503461,10.47591068,7.24949396,8.697078178,9.741477719,6.825568083,11.01644507,649.205035,499.6030701,190.0023851,44.74022021,92.47335657,62.06832892,63.72608744,54.86394647,40.61815752,80.76408822,79.9598251,110.2576212,91.70761671,127.3520062,109.7447045,52.55516268,75.63916883,94.89638815,46.58837966,121.3620619
361,[vio][jaz_blu]2241__3.wav,violin,3,40.37475586,78,39,900,30,1131.798,34138.33499,184.7656218,1514.246584,12660.75253,112.5200095,2618.27186,164969.4125,406.1642679,5.939453125,0.045688101,1.11953,11.26874542,-306.5761402,145.0923786,-31.32279294,62.23480895,11.46896738,17.60800894,7.597377771,8.323646371,4.8488311,11.84917949,-1.594524205,-2.030115051,-6.640557529,-4.214115017,-2.438546672,1.551622294,3.491203333,5.009737728,-0.743905517,-6.063512761,-39854.89822,18862.00921,-4071.963082,8090.525164,1490.96576,2289.041162,987.6591103,1082.074028,630.348043,1540.393333,-207.2881466,-263.9149566,-863.2724787,-547.8349522,-317.0110673,201.7108983,453.8564333,651.2659046,-96.70771715,-788.2566589,48.6015858,14.45323453,15.1553952,8.219569837,7.177411142,4.728013306,4.689636952,5.957382118,7.57232327,8.719423853,6.368694565,7.229548216,8.453683907,8.347113299,7.567752919,6.271553139,6.256356264,8.199435193,6.935208468,9.472770281,2362.114142,208.8959885,229.6860035,67.56132831,51.5152307,22.35410982,21.99269474,35.4904017,57.3400797,76.02835234,40.56027046,52.26636741,71.46477161,69.67430042,57.27088425,39.33237877,39.1419937,67.23073748,48.09711649,89.7333768
362,[gel][jaz_blu]0995__2.wav,electric guitar,4,64.59960938,120,60,289,17,1001.784211,34168.89895,184.8483134,1171.024156,16832.02171,129.7382816,1804.399602,235031.127,484.8000897,7.183105469,0.055254658,1.18476,13.2664423,-326.9867941,180.8123663,-22.64593811,20.20954715,9.493797679,-14.96839026,-9.397586433,-7.850903168,-5.936456559,-9.237699359,-6.957435882,8.661360371,0.093663789,-2.614003567,-3.461304652,-0.557778705,2.811121256,1.562363705,4.252943721,-2.545515836,-42508.28323,23505.60762,-2943.971955,2627.241129,1234.193698,-1945.890734,-1221.686236,-1020.617412,-771.7393526,-1200.900917,-904.4666646,1125.976848,12.17629257,-339.8204637,-449.9696048,-72.51123163,365.4457633,203.1072816,552.8826837,-330.9170586,57.48072543,16.6584317,30.74160545,19.05771277,8.664370091,10.46861919,7.964690539,7.467391179,7.446701849,7.766298965,8.063737398,9.209426773,10.12054376,7.769439109,11.32295786,10.40852296,11.99321876,8.860264725,10.41929425,9.919085341,3304.033796,277.5033466,945.0463057,363.196416,75.07130906,109.5919877,63.43629538,55.76193102,55.45336842,60.31539961,65.02386082,84.81354149,102.4254059,60.36418407,128.2093746,108.3373503,143.8372962,78.50429099,108.5616927,98.38825401
363,[tru][cla]1951__1.wav,trumpet,2,120,346,57.66666667,1187.888889,34.46576401,1672.455253,34174.33197,184.8630087,1565.495291,37654.58357,194.0478899,2511.019944,187983.0073,433.5700719,15.4453125,0.118810096,4.49772,42.80052948,-174.3427467,116.9842385,-48.537982,-6.012073385,-14.38735734,-21.1235002,-29.02263796,-7.244212045,3.034477085,10.20364409,-16.8236549,-18.31874803,-20.91326961,-5.109481409,-5.852098005,-6.26931022,-13.05730356,3.828513445,-4.678237136,-12.64588426,-22664.55707,15207.95101,-6309.93766,-781.5695401,-1870.356454,-2746.055026,-3772.942934,-941.7475659,394.482021,1326.473732,-2187.075137,-2381.437244,-2718.72505,-664.2325831,-760.7727406,-815.0103286,-1697.449462,497.7067479,-608.1708277,-1643.964954,28.39374211,16.32168829,8.821982379,7.435478678,4.834320301,6.157423861,6.083021452,6.802498622,8.794284194,7.480693704,7.850257778,7.594120725,5.588238824,7.38642534,5.022864901,6.489778349,4.843693732,10.82959114,9.250350403,13.36716737,806.2045912,266.3975086,77.82737309,55.28634316,23.37065278,37.9138686,37.00314998,46.27398751,77.33943449,55.9607783,61.62654718,57.67066959,31.22841315,54.5592793,25.22917181,42.11722302,23.46136897,117.2800443,85.56898257,178.6811635
364,[gel][jaz_blu]0995__1.wav,electric guitar,4,107.6660156,119,39.66666667,368.2222222,19.18911729,939.9768064,34208.54716,184.9555275,1158.119699,23118.54146,152.0478262,1727.625451,158501.7512,398.1227841,6.435058594,0.049500451,1.11105,12.09079266,-327.6970052,184.5587388,-20.96485473,21.24686989,18.25897646,-8.809222156,-6.978572333,0.3075647,3.387784438,-7.062138852,-10.36642999,0.596508695,-3.621574067,-0.694770044,-0.83926148,-0.502170642,1.868387265,-0.938679899,1.384698353,0.502823162,-42600.61068,23992.63604,-2725.431115,2762.093086,2373.66694,-1145.19888,-907.2144033,39.98341102,440.4119769,-918.0780507,-1347.635899,77.54613029,-470.8046288,-90.32010576,-109.1039924,-65.2821834,242.8903445,-122.0283869,180.0107859,65.36701109,44.59014229,13.62756015,22.61744765,16.67748908,9.458680466,10.26167219,7.177781188,11.13360378,7.83062283,7.72420024,8.415779323,8.970103932,8.748195415,7.584742621,7.172709558,9.336901749,10.05162796,9.011876845,8.911515387,7.716861942,1988.28079,185.7103956,511.5489384,278.1386419,89.46663615,105.3019161,51.52054278,123.9571331,61.31865391,59.66326934,70.82534161,80.46276454,76.53092302,57.52832063,51.44776241,87.17773428,101.0352247,81.21392427,79.41510649,59.54995823
365,[gel][pop_roc]0922__2.wav,electric guitar,4,61.5234375,56,28,361,19,1794.69766,34451.87699,185.6121682,1566.801661,5204.447694,72.14185813,3437.113319,83509.99208,288.9809545,11.3203125,0.087079327,2.74332,26.70344734,-155.0295892,130.2332082,-79.74930412,58.26558698,-19.52299735,5.156420411,-3.793455193,-12.77834748,-1.888184359,-17.22846877,-8.310007844,-13.14907428,-16.42019474,-7.500277484,-10.27202102,-2.137245967,-9.585255724,-3.703288163,-1.566206541,-2.147333101,-20153.84659,16930.31706,-10367.40954,7574.526307,-2537.989655,670.3346535,-493.1491751,-1661.185173,-245.4639666,-2239.700939,-1080.30102,-1709.379657,-2134.625316,-975.0360729,-1335.362732,-277.8419757,-1246.083244,-481.4274612,-203.6068504,-279.1533031,22.52087628,13.30329159,13.03631282,11.11421678,10.1736346,6.452894773,4.759826401,4.252412747,6.206734295,7.837237156,5.833026456,5.334750224,7.152691811,4.079321467,4.492831228,6.308949918,6.690701048,7.75301183,8.221624192,8.407467974,507.1898685,176.9775672,169.9454521,123.5258146,103.5028411,41.63985094,22.65594737,18.08301417,38.52355061,61.42228624,34.02419764,28.45955995,51.16100015,16.64086363,20.18553244,39.80284907,44.76548051,60.10919243,67.59510435,70.68551774
366,[gac][cla]0554__3.wav,acoustic guiar,1,43.06640625,75,37.5,870.25,29.5,936.7049623,34657.78516,186.1660151,1316.024461,37544.98911,193.7652939,1913.225098,164624.9801,405.74004,6.618652344,0.05091271,0.778935,7.492876053,-328.9193442,171.6109754,-19.81899427,45.57448218,14.28335715,13.89170367,1.033993776,1.194651314,-3.402917407,-1.37405656,4.981523082,5.834057158,-4.555789583,-3.785134472,-5.678952665,-4.784283228,-0.552044247,6.065479416,-0.32157786,2.572581507,-42759.51475,22309.42681,-2576.469255,5924.682683,1856.83643,1805.921477,134.4191909,155.3046708,-442.3792629,-178.6273528,647.5980006,758.4274305,-592.2526457,-492.0674813,-738.2638464,-621.9568196,-71.76575209,788.5123241,-41.80512182,334.4355959,32.42782354,14.44379854,12.34554672,8.879915785,6.827666322,5.524239697,6.037756463,6.198843657,5.640557356,6.784162925,11.02001908,9.250737564,8.012337844,5.59283181,6.832883162,7.359486266,6.677613269,3.412376596,5.113906306,8.229002541,1051.56374,208.6233163,152.4125238,78.85290434,46.61702741,30.51722423,36.4545031,38.42566268,31.81588728,46.0248666,121.4408205,85.57614547,64.19755773,31.27976765,46.68829231,54.1620381,44.59051897,11.64431403,26.15203771,67.71648282
367,[gel][pop_roc]0922__1.wav,electric guitar,4,63.02400915,135,45,1122.666667,33.50621833,2083.326072,34684.94406,186.2389435,1729.393785,8393.955423,91.61853209,3814.772574,66603.95988,258.07743,17.14990234,0.131922326,2.82275,26.90122414,-121.6085387,102.9491929,-72.78322152,27.22479041,-34.30980543,-7.692689712,-13.84964039,-10.48134217,-4.567380169,-6.321439919,-11.49262423,-5.906746124,-13.80472084,-0.52729434,-8.08098695,4.050334938,-4.679069437,4.540384517,6.404770521,4.102229211,-15809.11003,13383.39507,-9461.818798,3539.222753,-4460.274706,-1000.049662,-1800.453251,-1362.574483,-593.759422,-821.7871894,-1494.04115,-767.8769961,-1794.613709,-68.54826421,-1050.528303,526.543542,-608.2790268,590.2499872,832.6201677,533.2897974,17.41665433,13.57316545,7.42282074,13.48166919,7.0490729,6.886002251,6.554477327,5.562269873,7.837621895,8.410902279,6.679086409,9.950148716,13.67829992,12.20732519,8.270107536,7.289812478,6.89324633,9.191276309,11.04684927,7.955885379,303.339848,184.2308202,55.09826773,181.7554042,49.68942875,47.417027,42.96117304,30.93884614,61.42831696,70.74327714,44.61019526,99.00545946,187.0958887,149.0187883,68.39467866,53.14136597,47.51684497,84.47956019,122.0328787,63.29611216
368,[gel][jaz_blu]1001__2.wav,electric guitar,4,69.83741554,72,36,324,18,831.2247714,34849.04115,186.6789789,1140.667212,51397.44942,226.7100559,1407.526104,293547.5608,541.8002961,5.36328125,0.04125601,1.62058,19.25705147,-328.6066913,179.9626588,3.577880701,12.8709181,10.33702981,-3.746663949,-8.093276465,-8.269541267,-0.845853229,-4.144966967,0.264306644,11.43052931,7.306285744,7.539551224,5.758658987,0.129208925,-4.324342114,-6.251388504,-4.788242518,-5.951800802,-42718.86987,23395.14564,465.1244912,1673.219354,1343.813875,-487.0663134,-1052.12594,-1075.040365,-109.9609197,-538.8457057,34.35986372,1485.968811,949.8171467,980.1416591,748.6256683,16.79716018,-562.1644748,-812.6805055,-622.4715273,-773.7341043,59.92887477,15.78431844,29.04068523,18.62818782,9.369914606,9.675408776,7.321281174,7.900763031,4.834692282,7.992182353,6.561114054,6.534387095,5.828217188,9.211264428,8.793323149,7.9250953,5.569682239,6.47691187,5.803275206,5.346979143,3591.470032,249.1447086,843.3613988,347.0093815,87.79529972,93.61353499,53.60115803,62.42205648,23.37424946,63.87497876,43.04821763,42.69821471,33.96811559,84.84739237,77.322532,62.80713551,31.02136024,41.95038737,33.67800311,28.59018595
369,[tru][cla]1912__1.wav,trumpet,2,63.02400915,161,53.66666667,1014.888889,31.85732081,851.5561636,34893.69861,186.7985509,1058.511749,48362.15862,219.91398,1277.912785,174455.3212,417.6784903,8.488769531,0.065298227,0.332994,3.170016289,-479.2673566,193.4389641,-6.667392707,23.63449675,-1.054364192,-8.369764199,-3.338192194,-3.300647814,-13.92661173,-0.086775405,-14.81456671,-5.23691932,1.046582627,4.533934375,0.717521125,-9.148440503,-5.673320935,-8.415140568,-18.82840412,-16.47476346,-62304.75636,25147.06533,-866.7610519,3072.484577,-137.0673449,-1088.069346,-433.9649852,-429.0842159,-1810.459525,-11.28080267,-1925.893672,-680.7995115,136.0557415,589.4114688,93.27774624,-1189.297265,-737.5317215,-1093.968274,-2447.692536,-2141.71925,23.12577937,18.90546077,8.052818313,9.679319211,7.694022527,5.635582362,6.991287963,6.473111517,5.491499308,5.322299955,6.678442918,11.48667057,8.254946401,5.025572469,12.5996853,15.37239304,6.789656096,5.543823672,6.970071267,6.672010955,534.8016716,357.416447,64.84788278,93.6892204,59.19798264,31.75978856,48.87810738,41.90117271,30.15656465,28.32687681,44.60159981,131.9436008,68.14414009,25.25637864,158.7520695,236.3104678,46.09942991,30.73398091,48.58189346,44.51573018
370,145__[gel][dru][pop_roc]0949__1.wav,electric guitar,4,184.5703125,465,66.42857143,760.244898,27.57253884,2085.885831,35130.45426,187.4311987,2327.823326,20965.64126,144.79517,4298.689904,75036.70718,273.9282884,12.18212891,0.093708684,3.87797,36.74512482,-79.55633719,98.3241084,-2.405174494,47.32173088,-5.387059085,-9.531438301,8.794326572,9.563985201,10.11573532,7.897194098,-2.404305997,9.093197282,-19.30191825,0.094894803,2.552538169,3.319433395,-1.436698227,15.28035892,4.40322785,-1.781892067,-10342.32384,12782.13409,-312.6726842,6151.825014,-700.317681,-1239.086979,1143.262454,1243.318076,1315.045592,1026.635233,-312.5597796,1182.115647,-2509.249373,12.33632436,331.8299619,431.5263413,-186.7707695,1986.44666,572.4196206,-231.6459687,14.00078028,7.263008631,6.140283486,6.431527606,6.737659859,6.405463273,6.498152358,4.72428148,5.827189339,6.018251296,6.006951372,5.191088712,8.006071807,6.702197735,5.616826304,4.430650994,4.468182848,5.238330341,7.004651423,6.63580228,196.0218486,52.75129437,37.70308129,41.36454734,45.39606038,41.02995974,42.22598406,22.3188355,33.95613559,36.21934866,36.08346479,26.94740202,64.09718578,44.91945448,31.54873773,19.63066823,19.96465796,27.44010476,49.06514156,44.03387189
371,[gac][jaz_blu]0559__3.wav,acoustic guiar,1,67.99958882,146,48.66666667,1094.888889,33.08910529,483.0430158,35237.65613,187.7169575,965.2807577,111208.4826,333.4793585,758.30003,187033.666,432.4738905,2.804199219,0.021570763,2.69708,27.66272545,-345.9270007,176.0062015,46.50972584,37.34465243,28.0584232,22.50872645,15.85122118,10.95612308,-1.179430837,-2.981245277,-4.130040551,-6.568031102,-3.927442473,8.032488267,11.68205677,10.41861911,3.429921188,-8.568150553,-3.157354165,4.105338244,-44970.51009,22880.80619,6046.264359,4854.804816,3647.595015,2926.134438,2060.658753,1424.296,-153.3260088,-387.561886,-536.9052716,-853.8440432,-510.5675215,1044.223475,1518.66738,1354.420484,445.8897544,-1113.859572,-410.4560414,533.6939717,62.310802,20.06176298,22.22533062,13.31891836,9.696609219,7.791526937,6.068687173,6.850445791,7.475155664,6.182104156,7.197094055,7.077371151,9.799279546,11.50398418,12.45522908,13.18675004,13.79468306,8.403694833,8.48624654,8.157384524,3882.636046,402.4743339,493.9653212,177.3935863,94.02423034,60.70789201,36.828964,46.92860754,55.87795221,38.2184118,51.79816283,50.08918241,96.02587963,132.341652,155.1327315,173.8903766,190.2932808,70.62208685,72.01638034,66.54292227
372,[gac][pop_roc]0699__3.wav,acoustic guiar,1,129.1992188,259,51.8,784.16,28.002857,589.6770267,35356.27606,188.0326463,1151.014312,109737.7953,331.2669548,760.4533504,307287.3456,554.3350482,2.868164063,0.022062801,0.790299,8.296548843,-454.5682894,163.9419071,28.95465225,49.08242753,23.05855963,12.03560775,7.478199006,0.333148794,-9.51545938,-7.763137224,-6.260351258,-10.87604372,-13.39288508,-7.874859015,-5.475992846,-6.907931051,-8.893065505,-4.450188542,-2.457510052,-1.900976009,-59093.87762,21312.44792,3764.104793,6380.715579,2997.612752,1564.629007,972.1658708,43.30934326,-1237.009719,-1009.207839,-813.8456636,-1413.885684,-1741.07506,-1023.731672,-711.87907,-898.0310367,-1156.098516,-578.5245105,-319.4763068,-247.1268811,51.18949585,23.4974446,12.15408548,12.90732038,13.66159587,9.877187497,10.92305077,10.86707768,11.23952268,11.32627017,5.658818078,7.668525473,8.663178439,11.15234707,6.161643193,8.159387383,6.64648539,6.621299366,8.419427892,6.65692771,2620.364485,552.1299026,147.7217939,166.5989193,186.6392017,97.55883285,119.3130381,118.0933773,126.3268701,128.2843959,32.02222204,58.80628293,75.05066066,124.3748451,37.96584684,66.57560247,44.17576804,43.84160529,70.88676602,44.31468654
373,[vio][cla]2212__3.wav,violin,3,63.02400915,144,72,400,20,998.2396691,35587.15877,188.6455904,1295.632684,54841.86027,234.1833903,1770.774677,187326.5862,432.8124145,5.720703125,0.044005409,0.236597,2.28393817,-427.6965555,186.4390103,-25.96174246,21.55076555,-15.3317783,4.773813627,-0.171018678,0.592894197,-2.826826702,2.490181226,-9.447529722,0.767346409,-2.970760142,1.750111333,-2.656054759,-0.15866622,-0.077607458,0.849348382,-4.994621891,-8.453404187,-55600.55221,24237.07134,-3375.02652,2801.599521,-1993.131179,620.5957715,-22.23242818,77.07624562,-367.4874713,323.7235593,-1228.178864,99.75503311,-386.1988185,227.5144733,-345.2871187,-20.62660863,-10.08896948,110.4152897,-649.3008458,-1098.942544,18.88659925,17.79529957,8.813647162,10.72184864,7.89537772,5.127616121,7.09639572,5.910905301,6.521781299,7.824418874,4.606220163,5.315592711,5.209235025,6.941787116,5.68499869,5.188573737,4.826877736,4.948111059,6.350417954,5.466956924,356.7036312,316.6726867,77.6803763,114.9580382,62.33698933,26.29244709,50.35883222,34.93880148,42.53363131,61.22153072,21.21726419,28.25552586,27.13612954,48.18840837,32.3192101,26.92129743,23.29874868,24.48380305,40.32780819,29.88761801
374,[tru][cla]2004__1.wav,trumpet,2,51.6796875,33,33,0,0,1739.65417,35801.04215,189.2116332,1600.14143,110810.2301,332.8817058,3035.601901,451083.3785,671.6274105,15.20263672,0.116943359,1.91285,18.5778904,-231.4525424,110.2997295,-49.46329581,13.24586779,-12.42187625,4.458610279,-10.33324573,-4.347085903,-5.598881361,10.08462455,11.4379449,12.5172324,9.835569846,8.108600227,-4.446094208,9.846680329,9.291211449,8.791635042,-8.337037249,-3.100566689,-30088.83052,14338.96483,-6430.228456,1721.962813,-1614.843913,579.6193362,-1343.321944,-565.1211674,-727.8545769,1311.001192,1486.932837,1627.240212,1278.62408,1054.118029,-577.992247,1280.068443,1207.857488,1142.912555,-1083.814842,-403.0736696,31.61520923,16.33723673,26.46348136,8.876483941,7.311655887,7.682848769,8.470247229,9.383558955,10.9599972,8.154025229,11.62604297,15.03225086,14.68153276,6.992290433,9.884779895,11.565888,8.001511917,6.443230281,9.31580262,9.498981515,999.5214544,266.9053039,700.3158455,78.79196715,53.46031182,59.0261652,71.74508813,88.05117866,120.1215386,66.48812743,135.1648752,225.968566,215.5474043,48.8921255,97.70887356,133.7697653,64.02419295,41.51521645,86.78417845,90.23064982
375,[gac][pop_roc]0705__2.wav,acoustic guiar,1,89.10290948,201,50.25,891.1875,29.85276369,623.3609608,35838.91665,189.3116918,1135.347415,84862.21911,291.3112066,873.9995868,190007.5004,435.8984978,3.322753906,0.025559645,0.648802,6.786964417,-433.8156797,163.7723083,32.41780776,31.43415498,15.12311861,10.68104568,-1.86308762,-5.3055564,-7.227207222,-4.967844175,-5.636591065,-4.861958362,-7.830965387,-10.21213289,-10.98447359,-8.863113173,0.908965051,-6.706454966,-12.55311063,-8.605615914,-56396.03837,21290.40008,4214.315009,4086.440148,1966.005419,1388.535938,-242.2013906,-689.722332,-939.5369388,-645.8197428,-732.7568385,-632.0545871,-1018.0255,-1327.577276,-1427.981567,-1152.204712,118.1654567,-871.8391456,-1631.904383,-1118.730069,45.52849728,16.40150818,19.17045136,9.532568196,9.060412668,8.059102364,4.330948335,6.231706174,8.297493053,6.355523126,9.720745019,7.026194895,5.432377501,5.691649585,5.838478784,6.653340258,6.03766898,7.53226141,8.653883712,6.321259746,2072.844064,269.0094707,367.5062054,90.8698564,82.09107771,64.94913091,18.75711348,38.83416184,68.84839096,40.39267421,94.49288372,49.3674147,29.51072531,32.394875,34.08783451,44.26693658,36.45344671,56.73496195,74.8897033,39.95832477
376,[vio][jaz_blu]2232__1.wav,violin,3,103.359375,262,52.4,1161.84,34.08577416,904.5274901,35856.45092,189.3579967,1017.638466,15939.20678,126.2505714,1934.261381,251472.136,501.4699751,6.549804688,0.050383113,1.29475,13.77309322,-314.6938212,200.853908,-47.28115044,40.71231038,23.18256828,-17.42289962,12.92442997,-12.51739088,-13.13839155,1.698043627,-8.751921912,-6.149712985,-6.788182095,-6.820784455,-1.823116514,-3.571866267,-6.948082074,-12.29632525,-10.45670822,-6.42959389,-40910.19676,26111.00804,-6146.549557,5292.60035,3013.733876,-2264.976951,1680.175896,-1627.260814,-1707.990902,220.7456714,-1137.749849,-799.462688,-882.4636723,-886.7019792,-237.0051468,-464.3426147,-903.2506696,-1598.522282,-1359.372069,-835.8472057,38.38191426,18.06487522,18.21722621,7.684226576,5.742324931,5.663972328,5.05369368,4.826163511,6.725109211,6.071346134,6.626255946,5.227225708,6.772655653,6.023264644,5.459296431,6.664547851,6.326826868,5.50697328,5.900488937,5.985775287,1473.171342,326.3397167,331.8673307,59.04733808,32.97429562,32.08058253,25.53981981,23.29185423,45.2270939,36.86124387,43.90726786,27.3238886,45.86886459,36.27971697,29.80391752,44.41619806,40.02873822,30.32675471,34.81576969,35.82950579
377,[gac][pop_roc]0695__3.wav,acoustic guiar,1,60.09265988,116,58,576,24,877.1482891,35958.23567,189.626569,1286.741645,98993.50759,314.6323372,1536.642503,218339.2582,467.2678656,4.682617188,0.036020132,2.77502,26.72504044,-239.3734005,175.0507783,-12.3353165,40.93739163,-0.454049984,-6.735768764,-8.906628659,-8.187073025,8.174408087,8.26847599,-14.88270952,-12.97350377,-4.477721024,1.805785598,-4.117985366,-9.690050509,-8.340994986,1.611482223,-0.90319206,-8.895129478,-31118.54207,22756.60118,-1603.591146,5321.860911,-59.02649793,-875.6499393,-1157.861726,-1064.319493,1062.673051,1074.901879,-1934.752238,-1686.55549,-582.1037331,234.7521278,-535.3380976,-1259.706566,-1084.329348,209.492689,-117.4149678,-1156.366832,29.5212842,22.32890866,15.94385355,12.76548905,7.495592683,7.893518331,5.964555291,5.965892867,5.70208695,4.107881084,5.578075685,5.436434494,3.832268111,4.312835563,6.481215549,7.816135202,6.723719741,5.706365918,5.079438636,5.452546249,871.5062211,498.5801618,254.2064661,162.9577107,56.18390967,62.30763165,35.57591981,35.5918777,32.51379558,16.874687,31.11492835,29.55482001,14.68627887,18.60055059,42.00615499,61.0919695,45.20840715,32.56261199,25.80069685,29.73026059
